ord_value,organism_name,organism_category
corynebacterium striatum confirmed,corynebacterium_striatum,corynebacterium (all non-diptheria species)
corynebacterium striatum/amycolatum,corynebacterium_striatum,corynebacterium (all non-diptheria species)
corynebacterium striatum/amycolatum most closely resembles,corynebacterium_striatum,corynebacterium (all non-diptheria species)
corynebacterium tuberculostearicum,corynebacterium_tuberculostearicum,corynebacterium (all non-diptheria species)
corynebacterium ulcerans,corynebacterium_ulcerans,corynebacterium (all non-diptheria species)
corynebacterium urealyticum,corynebacterium_urealyticum,corynebacterium (all non-diptheria species)
corynebacterium urealyticum probable,corynebacterium_urealyticum,corynebacterium (all non-diptheria species)
most closely resembles corynebacterium urealyticum,corynebacterium_urealyticum,corynebacterium (all non-diptheria species)
cryptococcus gattii,cryptococcus_gattii,cryptococcus species
cryptococcus laurentii,cryptococcus_laurentii,cryptococcus species
cryptococcus neoformans,cryptococcus_neoformans,cryptococcus species
cryptococcus neoformans/gattii,cryptococcus_neoformans,cryptococcus species
cryptococcus neoformans previously identified,cryptococcus_neoformans,cryptococcus species
cryptococcus species,cryptococcus_sp,cryptococcus species
cryptosporidium species,cryptosporidium_sp,cryptosporidium
cytomegalovirus,cytomegalovirus,cytomegalovirus (cmv)
"10,000 enterobacter aerogenes",enterobacter_aerogenes,enterobacter
"20,000 enterobacter aerogenes",enterobacter_aerogenes,enterobacter
200 enterobacter aerogenes,enterobacter_aerogenes,enterobacter
"200,000 enterobacter aerogenes",enterobacter_aerogenes,enterobacter
2000 enterobacter aerogenes,enterobacter_aerogenes,enterobacter
"21,000 enterobacter aerogenes",enterobacter_aerogenes,enterobacter
"22,000 enterobacter aerogenes",enterobacter_aerogenes,enterobacter
"290,000 enterobacter aerogenes",enterobacter_aerogenes,enterobacter
"30,000 cfml enterobacter aerogenes",enterobacter_aerogenes,enterobacter
"34,000 enterobacter aerogenes",enterobacter_aerogenes,enterobacter
"40,000 enterobacter aerogenes",enterobacter_aerogenes,enterobacter
"7,000 enterobacter aerogenes",enterobacter_aerogenes,enterobacter
900 enterobacter aerogenes,enterobacter_aerogenes,enterobacter
enterobacter aerogenes,enterobacter_aerogenes,enterobacter
enterobacter aerogenes strain 1,enterobacter_aerogenes,enterobacter
enterobacter aerogenes strain 2,enterobacter_aerogenes,enterobacter
enterobacter aerogenes strain 3,enterobacter_aerogenes,enterobacter
prv enterobacter aerogenes,enterobacter_aerogenes,enterobacter
enterobacter aerogenes confirmed,enterobacter_aerogenes,enterobacter
enterobacter aerogenes previously identified,enterobacter_aerogenes,enterobacter
enterobacter agglomerans complex,enterobacter_agglomerans,enterobacter
enterobacter amnigenus,enterobacter_amnigenus,enterobacter
enterobacter amnigenus 1,enterobacter_amnigenus,enterobacter
enterobacter amnigenus 2,enterobacter_amnigenus,enterobacter
enterobacter asburiae,enterobacter_asburiae,enterobacter
enterobacter cancerogenus,enterobacter_cancerogenus,enterobacter
enterobacter cancerogenus most closely resembles,enterobacter_cancerogenus,enterobacter
"^10,000 enterobacter cloacae complex piperacillin/tazobactam is resistant.",enterobacter_cloacae,enterobacter
"^100,000 enterobacter cloacae s42485 2/16/13",enterobacter_cloacae,enterobacter
^300 enterobacter cloacae cefepime resistant,enterobacter_cloacae,enterobacter
"^520,000 enterobacter cloacae complex resistant to meropenem",enterobacter_cloacae,enterobacter
^enterobacter cloacae no1 and no2,enterobacter_cloacae,enterobacter
^enterobacter cloacae strain 1 x2,enterobacter_cloacae,enterobacter
^enterobacter cloacae strain 2 x2,enterobacter_cloacae,enterobacter
^enterobacter cloacae strain 3 x2,enterobacter_cloacae,enterobacter
^enterobacter cloacae x 2,enterobacter_cloacae,enterobacter
"10,000 cgt enterobacter cloacae complex",enterobacter_cloacae,enterobacter
"10,000 enterobacter cloacae",enterobacter_cloacae,enterobacter
"10,000 enterobacter cloacae complex",enterobacter_cloacae,enterobacter
"10,000 enterobacter cloacae strain 1",enterobacter_cloacae,enterobacter
"10,000 enterobacter cloacae strain 2",enterobacter_cloacae,enterobacter
100 enterobacter cloacae complex,enterobacter_cloacae,enterobacter
10000 enterobacter cloacae complex,enterobacter_cloacae,enterobacter
"140,000 enterobacter cloacae complex resistant to meropenem strain 2",enterobacter_cloacae,enterobacter
"190,000 enterobacter cloacae",enterobacter_cloacae,enterobacter
"2,000 enterobacter cloacae complex",enterobacter_cloacae,enterobacter
"20,000  enterobacter cloacae complex",enterobacter_cloacae,enterobacter
"20,000 cgt enterobacter cloacae complex",enterobacter_cloacae,enterobacter
"20,000 enterobacter cloacae",enterobacter_cloacae,enterobacter
"20,000 enterobacter cloacae strain 1",enterobacter_cloacae,enterobacter
"200,000 enterobacter cloacae",enterobacter_cloacae,enterobacter
"200,000 enterobacter cloacae strain 2",enterobacter_cloacae,enterobacter
2400 cfml enterobacter cloacae complex,enterobacter_cloacae,enterobacter
"30,000 enterobacter cloacae",enterobacter_cloacae,enterobacter
"30,000 enterobacter cloacae complex",enterobacter_cloacae,enterobacter
"30,000 enterobacter cloacae strain 2",enterobacter_cloacae,enterobacter
"30,000 enterobacter cloacae strain 3",enterobacter_cloacae,enterobacter
"300,000 enterobacter cloacae",enterobacter_cloacae,enterobacter
"310,000 enterobacter cloacae",enterobacter_cloacae,enterobacter
"330,000 enterobacter cloacae",enterobacter_cloacae,enterobacter
"380,000 enterobacter cloacae",enterobacter_cloacae,enterobacter
"40,000 enterobacter cloacae complex",enterobacter_cloacae,enterobacter
"40,000 enterobacter cloacae strain 2",enterobacter_cloacae,enterobacter
"410,000 enterobacter cloacae",enterobacter_cloacae,enterobacter
"45,000 enterobacter cloacae",enterobacter_cloacae,enterobacter
"50,000 enterobacter cloacae",enterobacter_cloacae,enterobacter
"500,000 enterobacter cloacae",enterobacter_cloacae,enterobacter
5000 enterobacter cloacae strain 2,enterobacter_cloacae,enterobacter
"550,000 enterobacter cloacae",enterobacter_cloacae,enterobacter
"60,000 enterobacter cloacae",enterobacter_cloacae,enterobacter
600 enterobacter cloacae,enterobacter_cloacae,enterobacter
"70,000 enterobacter cloacae",enterobacter_cloacae,enterobacter
"70,000 enterobacter cloacae complex",enterobacter_cloacae,enterobacter
71000 enterobacter cloacae complex,enterobacter_cloacae,enterobacter
"850,000 enterobacter cloacae complex resistant to meropenem strain 1",enterobacter_cloacae,enterobacter
9000 enterobacter cloacae,enterobacter_cloacae,enterobacter
enterobacter cloacae,enterobacter_cloacae,enterobacter
enterobacter cloacae complex,enterobacter_cloacae,enterobacter
enterobacter cloacae complex cre,enterobacter_cloacae,enterobacter
enterobacter cloacae complex strain 1,enterobacter_cloacae,enterobacter
enterobacter cloacae complex strain 2,enterobacter_cloacae,enterobacter
enterobacter cloacae enterobacter asburiae,enterobacter_cloacae,enterobacter
enterobacter cloacae no kpc carbapenemase detected by pcr. this test was  developed and its performance characteristics were determined by the university  of chicago medical center microbiology lab. i,enterobacter_cloacae,enterobacter
enterobacter cloacae strain 1,enterobacter_cloacae,enterobacter
enterobacter cloacae strain 2,enterobacter_cloacae,enterobacter
enterobacter cloacae strain 3,enterobacter_cloacae,enterobacter
"enterobacter cloacae susceptible to cefepime and imipenem, intermediate to  ertapenem",enterobacter_cloacae,enterobacter
enterobacter cloacae susceptible to imipenem.,enterobacter_cloacae,enterobacter
enterobacter cloacae complex confirmed,enterobacter_cloacae,enterobacter
enterobacter cloacae complex previously identified,enterobacter_cloacae,enterobacter
enterobacter cloacae most closely resembles,enterobacter_cloacae,enterobacter
enterobacter gergoviae,enterobacter_gergoviae,enterobacter
enterobacter hormaechei,enterobacter_hormaechei,enterobacter
enterobacter intermedius,enterobacter_intermedius,enterobacter
enterobacter sakazakii,enterobacter_sakazakii,enterobacter
"130,000 enterobacter species",enterobacter_sp,enterobacter
"20,000 enterobacter species",enterobacter_sp,enterobacter
enterobacter species,enterobacter_sp,enterobacter
enterobacter species strain 2,enterobacter_sp,enterobacter
enterobacter species strain 3,enterobacter_sp,enterobacter
enterobacter sp.,enterobacter_sp,enterobacter
gram negative rod enterobacter species,enterobacter_sp,enterobacter
^enterococcus avium/raffinosus resistant to tetracycline.,enterococcus_avium,enterococcus (all species)
"10,000 enterococcus avium",enterococcus_avium,enterococcus (all species)
"10,000 enterococcus avium/raffinosus",enterococcus_avium,enterococcus (all species)
"110,000 cgt enterococcus avium/raffinosus",enterococcus_avium,enterococcus (all species)
"120,000 enterococcus avium",enterococcus_avium,enterococcus (all species)
"150,000 enterococcus avium",enterococcus_avium,enterococcus (all species)
"150,000 enterococcus avium/raffinosus",enterococcus_avium,enterococcus (all species)
"200,000 enterococcus avium",enterococcus_avium,enterococcus (all species)
"200,000 enterococcus avium/raffinosus",enterococcus_avium,enterococcus (all species)
"220,000 enterococcus avium",enterococcus_avium,enterococcus (all species)
"240,000 enterococcus avium strain 2",enterococcus_avium,enterococcus (all species)
"250,000 enterococcus avium/raffinosus",enterococcus_avium,enterococcus (all species)
"30,000 enterococcus avium",enterococcus_avium,enterococcus (all species)
"30,000 enterococcus avium/raffinosus",enterococcus_avium,enterococcus (all species)
"420,000 enterococcus avium",enterococcus_avium,enterococcus (all species)
"50,000 enterococcus avium",enterococcus_avium,enterococcus (all species)
"80,000 enterococcus avium/raffinosus",enterococcus_avium,enterococcus (all species)
enterococcus avium,enterococcus_avium,enterococcus (all species)
enterococcus avium strain 1,enterococcus_avium,enterococcus (all species)
enterococcus avium strain 2,enterococcus_avium,enterococcus (all species)
enterococcus avium/raffinosus,enterococcus_avium,enterococcus (all species)
enterococcus avium/raffinosus strain 1,enterococcus_avium,enterococcus (all species)
enterococcus avium/raffinosus strain 2,enterococcus_avium,enterococcus (all species)
enterococcus avium confirmed vancomycin susceptible enterococcus,enterococcus_avium,enterococcus (all species)
"10,000 enterococcus casseliflavus",enterococcus_casseliflavus,enterococcus (all species)
"140,000 enterococcus casseliflavus",enterococcus_casseliflavus,enterococcus (all species)
"20,000 enterococcus casseliflavus",enterococcus_casseliflavus,enterococcus (all species)
"50,000 enterococcus casseliflavus",enterococcus_casseliflavus,enterococcus (all species)
enterococcus casseliflavus,enterococcus_casseliflavus,enterococcus (all species)
enterococcus casseliflavus strain 1,enterococcus_casseliflavus,enterococcus (all species)
enterococcus casseliflavus strain 2,enterococcus_casseliflavus,enterococcus (all species)
enterococcus casseliflavus confirmed,enterococcus_casseliflavus,enterococcus (all species)
enterococcus casseliflavus confirmed vancomycin intermediate enterococcus,enterococcus_casseliflavus,enterococcus (all species)
enterococcus casseliflavus confirmed vancomycin resistant enterococcus,enterococcus_casseliflavus,enterococcus (all species)
enterococcus dispar,enterococcus_dispar,enterococcus (all species)
^enterococcus durans strain 1 and,enterococcus_durans,enterococcus (all species)
^enterococcus durans strain 2 and,enterococcus_durans,enterococcus (all species)
"10,000 enterococcus durans",enterococcus_durans,enterococcus (all species)
"30,000 enterococcus durans",enterococcus_durans,enterococcus (all species)
enterococcus durans,enterococcus_durans,enterococcus (all species)
enterococcus durans strain 1,enterococcus_durans,enterococcus (all species)
enterococcus durans strain 2,enterococcus_durans,enterococcus (all species)
enterococcus durans confirmed vancomycin susceptible enterococcus,enterococcus_durans,enterococcus (all species)
enterococcus durans/hirae,enterococcus_durans,enterococcus (all species)
confirmed vancomycin resistant enterococcus enterococcus faecalis,enterococcus_faecalis,enterococcus (all species)
"^20,000 enterococcus faecalis resistant to tetracycline (mic=>=16ug/ml)",enterococcus_faecalis,enterococcus (all species)
"^40000 enterococcus faecalis for susceptibility results, refer to culture t46682, ^ 6/3/14",enterococcus_faecalis,enterococcus (all species)
^enterococcus faecalis  x2,enterococcus_faecalis,enterococcus (all species)
^enterococcus faecalis no2,enterococcus_faecalis,enterococcus (all species)
^enterococcus faecalis strain 1 b16 bottle 1 and 2,enterococcus_faecalis,enterococcus (all species)
"^enterococcus faecalis strain 1 resistant to tetracycline, susceptible to ^ nitrofurantoin.",enterococcus_faecalis,enterococcus (all species)
^enterococcus faecalis strain 2 bottle 1 and 2,enterococcus_faecalis,enterococcus (all species)
"^enterococcus faecalis strain 2 resistant to tetracycline, susceptible to ^ nitrofurantoin.",enterococcus_faecalis,enterococcus (all species)
^enterococcus faecalis x 2,enterococcus_faecalis,enterococcus (all species)
"1,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"10,000 cgt enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"10,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"10,000 enterococcus faecalis strain 1",enterococcus_faecalis,enterococcus (all species)
"10,000 enterococcus faecalis strain 2",enterococcus_faecalis,enterococcus (all species)
"100,000 cgt enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"100,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
10000 enterococcus faecalis,enterococcus_faecalis,enterococcus (all species)
"110,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"110,000 enterococcus faecalis strain 2",enterococcus_faecalis,enterococcus (all species)
"120,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"120,000 enterococcus faecalis strain 2",enterococcus_faecalis,enterococcus (all species)
"130,000 cgt enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"130,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"140,000 cgt enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"140,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"150,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"160,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"170,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"180,000 cgt enterococcus faecalis strain 2",enterococcus_faecalis,enterococcus (all species)
"180,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"20,000 cgt enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"20,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"20,000 enterococcus faecalis strain 2",enterococcus_faecalis,enterococcus (all species)
"200,000 cgt enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"200,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
200.000 enterococcus faecalis strain 2,enterococcus_faecalis,enterococcus (all species)
20000 enterococcus faecalis,enterococcus_faecalis,enterococcus (all species)
"210,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"220,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"230,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"230,000 enterococcus faecalis strain 1",enterococcus_faecalis,enterococcus (all species)
"240,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"250,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
260000 enterococcus faecalis,enterococcus_faecalis,enterococcus (all species)
280000 enterococcus faecalis,enterococcus_faecalis,enterococcus (all species)
"290,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"30,000 cgt enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"30,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"30,000 enterococcus faecalis strain 2",enterococcus_faecalis,enterococcus (all species)
"300,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
30000 enterococcus faecalis,enterococcus_faecalis,enterococcus (all species)
"310,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"320,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"350,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"360,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"380,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"40,000  enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"40,000 cgt enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"40,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"420,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"430,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"450,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"470,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"50,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"50,000 enterococcus faecalis strain 1",enterococcus_faecalis,enterococcus (all species)
"50,000 enterococcus faecalis strain 2",enterococcus_faecalis,enterococcus (all species)
"50,ooo enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"500,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"520,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"530,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"540,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"60,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
600000 enterococcus faecalis,enterococcus_faecalis,enterococcus (all species)
"610,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"70,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"70,000 enterococcus faecalis strain 2",enterococcus_faecalis,enterococcus (all species)
"700,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"780,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"80,000 cgt enterococcus faecalis strain 2",enterococcus_faecalis,enterococcus (all species)
"80,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"800,000 cgt enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"820,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"90,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
"950,000 enterococcus faecalis",enterococcus_faecalis,enterococcus (all species)
enterococcus faecalis,enterococcus_faecalis,enterococcus (all species)
enterococcus faecalis (both bottles),enterococcus_faecalis,enterococcus (all species)
enterococcus faecalis (two aerobic bottles),enterococcus_faecalis,enterococcus (all species)
enterococcus faecalis beta lactamase negative,enterococcus_faecalis,enterococcus (all species)
enterococcus faecalis strain 1,enterococcus_faecalis,enterococcus (all species)
enterococcus faecalis strain 2,enterococcus_faecalis,enterococcus (all species)
enterococcus faecalis strain 3,enterococcus_faecalis,enterococcus (all species)
enterococcus faecalis strain 4,enterococcus_faecalis,enterococcus (all species)
enterococcus faecalis vancomycin resistant,enterococcus_faecalis,enterococcus (all species)
vancomycin-resistant enterococcus faecalis,enterococcus_faecalis,enterococcus (all species)
enterococcus faecalis confirmed,enterococcus_faecalis,enterococcus (all species)
enterococcus faecalis confirmed vancomycin intermediate enterococcus,enterococcus_faecalis,enterococcus (all species)
enterococcus faecalis confirmed vancomycin resistant enterococcus,enterococcus_faecalis,enterococcus (all species)
enterococcus faecalis confirmed vancomycin susceptible enterococcus,enterococcus_faecalis,enterococcus (all species)
enterococcus faecalis most closely resembles,enterococcus_faecalis,enterococcus (all species)
enterococcus faecalis previously identified,enterococcus_faecalis,enterococcus (all species)
vancomycin-susceptible enterococcus faecalis,enterococcus_faecalis,enterococcus (all species)
confirmed vancomycin resistant enterococcus enterococcus faecium,enterococcus_faecium,enterococcus (all species)
"^10,000 enterococcus faecium resistant to tetracycline (mic= >=16ug/ml)",enterococcus_faecium,enterococcus (all species)
"^150,000 enterococcus faecium synercid = 0.5 susceptible",enterococcus_faecium,enterococcus (all species)
"^20,000 enterococcus faecium synercid is 0.5 suscepible",enterococcus_faecium,enterococcus (all species)
"^280,000 enterococcus faecium strain 2 synercid = 0.5 susceptible",enterococcus_faecium,enterococcus (all species)
"^30,000 enterococcus faecium susceptibile to synercid (mic=0.5 mcg/ml).",enterococcus_faecium,enterococcus (all species)
"^30,000 enterococcus faecium synercid <=0.25 susceptible no fda or clsi ^ interpretations for tigecycline",enterococcus_faecium,enterococcus (all species)
"^30,000 enterococcus faecium synercid is susceptible",enterococcus_faecium,enterococcus (all species)
"^80,000 enterococcus faecium  susceptible to synercid",enterococcus_faecium,enterococcus (all species)
^enterococcus faecium strain 1 for linezolid and daptomycin result see culture ^ x22482,enterococcus_faecium,enterococcus (all species)
^enterococcus faecium strain 1 synercid is 0.5 sn,enterococcus_faecium,enterococcus (all species)
^enterococcus faecium strain 2 daptomycin mic >8 mcg/ml per cdc,enterococcus_faecium,enterococcus (all species)
"^enterococcus faecium strain 2 for susceptibility results, refer to culture m20763 ^ 5/23",enterococcus_faecium,enterococcus (all species)
"^enterococcus faecium strain 2 for susceptibility results, refer to culture w31929 ^ 03/20/14",enterococcus_faecium,enterococcus (all species)
^enterococcus faecium strain 2 synercid is 0.5 sn,enterococcus_faecium,enterococcus (all species)
^enterococcus faecium strain 2 synercid is susceptible mic = 1,enterococcus_faecium,enterococcus (all species)
^enterococcus faecium strain 2 synercid mic is 0.5 mcg/ml susceptible,enterococcus_faecium,enterococcus (all species)
"1,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"10,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"10,000 enterococcus faecium strain 1",enterococcus_faecium,enterococcus (all species)
"10,000 enterococcus faecium strain 2",enterococcus_faecium,enterococcus (all species)
"100,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"110,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"140,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"150,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
15000 enterococcus faecium,enterococcus_faecium,enterococcus (all species)
"160,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"170,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"180,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"180,000 enterococcus faecium strain 1",enterococcus_faecium,enterococcus (all species)
"20,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"200,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
20000 enterococcus faecium,enterococcus_faecium,enterococcus (all species)
"220,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"230,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"240,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"240,000 enterococcus faecium strain 2",enterococcus_faecium,enterococcus (all species)
"250,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"260,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"270,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"290,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"30,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"30,000 enterococcus faecium strain 2",enterococcus_faecium,enterococcus (all species)
"300,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"40,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"400,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
40000 enterococcus faecium,enterococcus_faecium,enterococcus (all species)
"42,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"450,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"50,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"50,000 enterococcus faecium strain 2",enterococcus_faecium,enterococcus (all species)
"500,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"540,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"60,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"60,000 enterococcus faecium strain 2",enterococcus_faecium,enterococcus (all species)
60000 enterococcus faecium,enterococcus_faecium,enterococcus (all species)
"620,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"640,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"70,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"730,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"750,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"80,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"80,000 enterococcus faecium strain 3",enterococcus_faecium,enterococcus (all species)
"820,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"850,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
"860,000 enterococcus faecium strain 1",enterococcus_faecium,enterococcus (all species)
"90,000 enterococcus faecium",enterococcus_faecium,enterococcus (all species)
enterococcus faecium,enterococcus_faecium,enterococcus (all species)
enterococcus faecium  susceptible to synercid,enterococcus_faecium,enterococcus (all species)
enterococcus faecium daptomycin mic 8 mcg/ml per cdc,enterococcus_faecium,enterococcus (all species)
"enterococcus faecium for susceptibility results, refer to culture f70182 7/12/13",enterococcus_faecium,enterococcus (all species)
"enterococcus faecium for susceptibility results, refer to culture m20749 5/23",enterococcus_faecium,enterococcus (all species)
"enterococcus faecium for susceptibility results, refer to culture w22013, from  7/30/2014.",enterococcus_faecium,enterococcus (all species)
"enterococcus faecium for susceptibility results, refer to culture w31919 3/20/14",enterococcus_faecium,enterococcus (all species)
"enterococcus faecium for susceptibility results, refer to culture w42746, 3/30/14",enterococcus_faecium,enterococcus (all species)
enterococcus faecium in mycolytic bottle,enterococcus_faecium,enterococcus (all species)
enterococcus faecium is susceptible (0.5) to synercid,enterococcus_faecium,enterococcus (all species)
enterococcus faecium is susceptible to synercid,enterococcus_faecium,enterococcus (all species)
enterococcus faecium is susceptible to synercid (0.5),enterococcus_faecium,enterococcus (all species)
enterococcus faecium is synercid susceptible (0.5),enterococcus_faecium,enterococcus (all species)
enterococcus faecium resistant to tetracycline (mic >=16) and susceptible to  synercid (mic <=1).,enterococcus_faecium,enterococcus (all species)
enterococcus faecium strain 1,enterococcus_faecium,enterococcus (all species)
enterococcus faecium strain 2,enterococcus_faecium,enterococcus (all species)
enterococcus faecium strain 3,enterococcus_faecium,enterococcus (all species)
enterococcus faecium susceptible to synercid,enterococcus_faecium,enterococcus (all species)
enterococcus faecium susceptible to synercid (mic=0.5 ug/ml),enterococcus_faecium,enterococcus (all species)
enterococcus faecium susceptible to tetracycline,enterococcus_faecium,enterococcus (all species)
enterococcus faecium suscpetible to synercid,enterococcus_faecium,enterococcus (all species)
enterococcus faecium synercid =0.5 (s),enterococcus_faecium,enterococcus (all species)
enterococcus faecium synercid 0.5 mcg/ml,enterococcus_faecium,enterococcus (all species)
enterococcus faecium synercid 0.5 mcg/ml  susceptible,enterococcus_faecium,enterococcus (all species)
enterococcus faecium synercid 0.5 mcg/ml susceptible.,enterococcus_faecium,enterococcus (all species)
enterococcus faecium synercid is susceptible,enterococcus_faecium,enterococcus (all species)
enterococcus faecium synercid is susceptible mic = 0.5,enterococcus_faecium,enterococcus (all species)
enterococcus faecium synercid mic is 0.5 mcg/ml susceptible,enterococcus_faecium,enterococcus (all species)
enterococcus faecium synercid susceptible,enterococcus_faecium,enterococcus (all species)
"enterococcus faecium synercid susceptible, 0.5 mcg/ml",enterococcus_faecium,enterococcus (all species)
enterococcus faecium synercid susceptible.,enterococcus_faecium,enterococcus (all species)
enterococcus faecium tetracycline resistant.,enterococcus_faecium,enterococcus (all species)
enterococcus faecium vancomycin resistant,enterococcus_faecium,enterococcus (all species)
vancomycin-resistant enterococcus faecium,enterococcus_faecium,enterococcus (all species)
enterococcus faecium confirmed,enterococcus_faecium,enterococcus (all species)
enterococcus faecium confirmed vancomycin intermediate enterococcus,enterococcus_faecium,enterococcus (all species)
enterococcus faecium confirmed vancomycin resistant enterococcus,enterococcus_faecium,enterococcus (all species)
enterococcus faecium confirmed vancomycin resistant enterococcus previously identified,enterococcus_faecium,enterococcus (all species)
enterococcus faecium confirmed vancomycin susceptible enterococcus,enterococcus_faecium,enterococcus (all species)
enterococcus faecium confirmed vancomycin susceptible enterococcus previously identified,enterococcus_faecium,enterococcus (all species)
enterococcus faecium most closely resembles,enterococcus_faecium,enterococcus (all species)
enterococcus faecium previously identified,enterococcus_faecium,enterococcus (all species)
