ord_value,organism_name,organism_category,,
ENTEROCOCCUS FAECIUM SUSCEPTIBLE TO SYNERCID (MIC=0.5 UG/ML),enterococcus_faecium,Enterococcus (all species),,
ENTEROCOCCUS FAECIUM SUSCEPTIBLE TO TETRACYCLINE,enterococcus_faecium,Enterococcus (all species),,
ENTEROCOCCUS FAECIUM SUSCPETIBLE TO SYNERCID,enterococcus_faecium,Enterococcus (all species),,
ENTEROCOCCUS FAECIUM SYNERCID =0.5 (S),enterococcus_faecium,Enterococcus (all species),,
ENTEROCOCCUS FAECIUM SYNERCID 0.5 MCG/ML,enterococcus_faecium,Enterococcus (all species),,
ENTEROCOCCUS FAECIUM SYNERCID 0.5 MCG/ML  SUSCEPTIBLE,enterococcus_faecium,Enterococcus (all species),,
ENTEROCOCCUS FAECIUM SYNERCID 0.5 MCG/ML SUSCEPTIBLE.,enterococcus_faecium,Enterococcus (all species),,
ENTEROCOCCUS FAECIUM SYNERCID IS SUSCEPTIBLE,enterococcus_faecium,Enterococcus (all species),,
ENTEROCOCCUS FAECIUM SYNERCID IS SUSCEPTIBLE MIC = 0.5,enterococcus_faecium,Enterococcus (all species),,
ENTEROCOCCUS FAECIUM SYNERCID MIC IS 0.5 MCG/ML SUSCEPTIBLE,enterococcus_faecium,Enterococcus (all species),,
ENTEROCOCCUS FAECIUM SYNERCID SUSCEPTIBLE,enterococcus_faecium,Enterococcus (all species),,
"ENTEROCOCCUS FAECIUM SYNERCID SUSCEPTIBLE, 0.5 MCG/ML",enterococcus_faecium,Enterococcus (all species),,
ENTEROCOCCUS FAECIUM SYNERCID SUSCEPTIBLE.,enterococcus_faecium,Enterococcus (all species),,
ENTEROCOCCUS FAECIUM TETRACYCLINE RESISTANT.,enterococcus_faecium,Enterococcus (all species),,
ENTEROCOCCUS FAECIUM VANCOMYCIN RESISTANT,enterococcus_faecium,Enterococcus (all species),,
ENTEROCOCCUS GALLINARUM,enterococcus_gallinarum,Enterococcus (all species),,
ENTEROCOCCUS GALLINARUM STRAIN 1,enterococcus_gallinarum,Enterococcus (all species),,
ENTEROCOCCUS GALLINARUM STRAIN 2,enterococcus_gallinarum,Enterococcus (all species),,
ENTEROCOCCUS HIRAE,enterococcus_hirae,Enterococcus (all species),,
ENTEROCOCCUS HIRAE STRAIN 1,enterococcus_hirae,Enterococcus (all species),,
ENTEROCOCCUS HIRAE STRAIN 2,enterococcus_hirae,Enterococcus (all species),,
ENTEROCOCCUS RAFFINOSUS,enterococcus_raffinosus,Enterococcus (all species),,
ENTEROCOCCUS RAFFINOSUS STRAIN 1,enterococcus_raffinosus,Enterococcus (all species),,
ENTEROCOCCUS SACCHAROLYTICUS,enterococcus_saccharolyticus,Enterococcus (all species),,
ENTEROCOCCUS SPECIES,enterococcus_sp,Enterococcus (all species),,
ENTEROCOCCUS SPECIES STRAIN 1,enterococcus_sp,Enterococcus (all species),,
ENTEROCOCCUS SPECIES STRAIN 2,enterococcus_sp,Enterococcus (all species),,
VANCOMYCIN RESISTANT ENTEROCOCCUS,enterococcus_sp,Enterococcus (all species),,
" 1,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
" 10,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
" 20,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
" 20,000 ESCHERICHIA COLI STRAIN 2",escherichia_coli,Escherichia (also E. coli),,
^ESCHERICHIA COLI 1 AND 2,escherichia_coli,Escherichia (also E. coli),,
^ESCHERICHIA COLI BOTTLE NUM 1,escherichia_coli,Escherichia (also E. coli),,
^ESCHERICHIA COLI NO. 1 AND NO. 2,escherichia_coli,Escherichia (also E. coli),,
^ESCHERICHIA COLI NO1 AND NO2,escherichia_coli,Escherichia (also E. coli),,
^ESCHERICHIA COLI NUMBER 1. AND 2,escherichia_coli,Escherichia (also E. coli),,
^ESCHERICHIA COLI STRAIN 1 1 AND 2,escherichia_coli,Escherichia (also E. coli),,
^ESCHERICHIA COLI STRAIN 1 NOT O157,escherichia_coli,Escherichia (also E. coli),,
"^ESCHERICHIA COLI STRAIN 1 SUSCEPTIBLE TO CEFEPIME, CEFTAZIDIME AND CEFTRIAXONE.",escherichia_coli,Escherichia (also E. coli),,
^ESCHERICHIA COLI STRAIN 1 X2,escherichia_coli,Escherichia (also E. coli),,
^ESCHERICHIA COLI STRAIN 2 1 AND 2,escherichia_coli,Escherichia (also E. coli),,
^ESCHERICHIA COLI STRAIN 2 BOTTLE NUM 2,escherichia_coli,Escherichia (also E. coli),,
^ESCHERICHIA COLI STRAIN 2 X2,escherichia_coli,Escherichia (also E. coli),,
^ESCHERICHIA COLI STRAIN 3 1 AND 2,escherichia_coli,Escherichia (also E. coli),,
^ESCHERICHIA COLI STRAIN 3 X2,escherichia_coli,Escherichia (also E. coli),,
^ESCHERICHIA COLI STRAIN 4 X2,escherichia_coli,Escherichia (also E. coli),,
^ESCHERICHIA COLI STRAIN 5 X2,escherichia_coli,Escherichia (also E. coli),,
^ESCHERICHIA COLI X 2,escherichia_coli,Escherichia (also E. coli),,
^ESCHERICHIA COLI X2,escherichia_coli,Escherichia (also E. coli),,
"1,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"1,100 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"10,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"10,000 ESCHERICHIA COLI STRAIN 1",escherichia_coli,Escherichia (also E. coli),,
"10,000 ESCHERICHIA COLI STRAIN 2",escherichia_coli,Escherichia (also E. coli),,
100 ESCHERICHIA COLI,escherichia_coli,Escherichia (also E. coli),,
"100,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"100,000 ESCHERICHIA COLI STRAIN 2",escherichia_coli,Escherichia (also E. coli),,
1000 ESCHERICHIA COLI,escherichia_coli,Escherichia (also E. coli),,
10000 ESCHERICHIA COLI,escherichia_coli,Escherichia (also E. coli),,
"120,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"140,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
160000 ESCHERICHIA HERMANII,escherichia_sp,Escherichia (also E. coli),,
"170,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"18,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"180,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"2,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"20,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"200,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"200,000 ESCHERICHIA COLI STRAIN 2",escherichia_coli,Escherichia (also E. coli),,
20000 ESCHERICHIA COLI,escherichia_coli,Escherichia (also E. coli),,
"230,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"30,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"30,000 ESCHERICHIA COLI STRAIN 1",escherichia_coli,Escherichia (also E. coli),,
"300,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"300,000 ESCHERICHIA COLI STRAIN 1",escherichia_coli,Escherichia (also E. coli),,
"310,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"32,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"320,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"330,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"340,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"350,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"360,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"40,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
40000 ESCHERICHIA COLI,escherichia_coli,Escherichia (also E. coli),,
"50,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"500,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"510,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"560,000 ESCHERICHIA COLI STRAIN 1",escherichia_coli,Escherichia (also E. coli),,
"6,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"60,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"62,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"70,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
700 ESCHERICHIA COLI,escherichia_coli,Escherichia (also E. coli),,
"700,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"720,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"80,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"850,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
"90,000 ESCHERICHIA COLI",escherichia_coli,Escherichia (also E. coli),,
ESCHERICHIA COLI,escherichia_coli,Escherichia (also E. coli),,
ESCHERICHIA COLI (TWO AEROBIC BOTTLES),escherichia_coli,Escherichia (also E. coli),,
ESCHERICHIA COLI ESBL,escherichia_coli,Escherichia (also E. coli),,
"ESCHERICHIA COLI FOR SUSCEPTIBILITY RESULTS, REFER TO CULTURE M22987, 8/4/14",escherichia_coli,Escherichia (also E. coli),,
ESCHERICHIA COLI IN BOTH ANAEROBIC BOTTLES,escherichia_coli,Escherichia (also E. coli),,
"ESCHERICHIA COLI RESISTANT TO CEFEPIME, CEFTAZIDIME AND CEFTRIAXONE",escherichia_coli,Escherichia (also E. coli),,
ESCHERICHIA COLI RESISTANT TO CEFTAZIDIME AND CEFTRIAXONE.,escherichia_coli,Escherichia (also E. coli),,
"ESCHERICHIA COLI RESISTANT TO CEFTAZIDIME, CEFTRAIXONE AND  PIPERACILLIN/TAZOBACTAM",escherichia_coli,Escherichia (also E. coli),,
ESCHERICHIA COLI STRAIN 1,escherichia_coli,Escherichia (also E. coli),,
ESCHERICHIA COLI STRAIN 2,escherichia_coli,Escherichia (also E. coli),,
ESCHERICHIA COLI STRAIN 3,escherichia_coli,Escherichia (also E. coli),,
ESCHERICHIA COLI STRAIN 4,escherichia_coli,Escherichia (also E. coli),,
ESCHERICHIA COLI STRAIN 5,escherichia_coli,Escherichia (also E. coli),,
ESCHERICHIA COLI TWO BOTTLES,escherichia_coli,Escherichia (also E. coli),,
ESCHERICHIA HERMANII,escherichia_sp,Escherichia (also E. coli),,
ESCHERICHIA VULNERIS,escherichia_sp,Escherichia (also E. coli),,
MULTIPLE DRUG-RESISTANT ESCHERICHIA COLI,escherichia_coli,Escherichia (also E. coli),,
MYROIDES SPECIES (FORMERLY FLAVOBACTERIUM ODORATUM),myroides_sp,Flavobacterium,,
fusarium species,fusarium_sp,Fusarium Species,,
fusobacterium nucleatum,fusobacterium_nucleatum,Fusobacterium nucleatum,,
gram negative diplococci,Gram Negative Diplococci (NOS),Gram Negative Diplococci (NOS),,
mixed gram negative bacilli,Gram Negative Rod (NOS),Gram Negative Rod (NOS),,
anaerobic gram negative bacilli,Gram Negative Rod (NOS),Gram Negative Rod (NOS),,
anaerobic gram negative bacilli (not B. fragilis group),Gram Negative Rod (NOS),Gram Negative Rod (NOS),,
GRAM NEGATIVE BACILLI,Gram Negative Rod (NOS),Gram Negative Rod (NOS),,
gram negative rods in gram stain not viable in culture,Gram Negative Rod (NOS),Gram Negative Rod (NOS),,
gram negative coccobacilli,Gram Negative Rod (NOS),Gram Negative Rod (NOS),,
anaerobic gram positive cocci,Gram Positive Cocci (NOS),Gram Positive Cocci (NOS),,
"gram positive cocci in pairs, chains, and clusters",Gram Positive Cocci (NOS),Gram Positive Cocci (NOS),,
GRAM POSITIVE COCCI,Gram Positive Cocci (NOS),Gram Positive Cocci (NOS),,
GRAM POSITIVE COCCI IN CLUSTERS,Gram Positive Cocci (NOS),Gram Positive Cocci (NOS),,
"GRAM POSITIVE COCCI NOT STAPHYLOCOCCUS, STREPTOCOCCUS, OR ENTEROCOCCUS SUSCEPTIBILITY RESULTS BELOW NOT VALID FOR THIS ORGANISM",Gram Positive Cocci (NOS),Gram Positive Cocci (NOS),,
gram positive cocci in pairs and chains,Gram Positive Cocci (NOS),Gram Positive Cocci (NOS),,
gram positive cocci in chains,Gram Positive Cocci (NOS),Gram Positive Cocci (NOS),,
gram positive cocci in pairs,Gram Positive Cocci (NOS),Gram Positive Cocci (NOS),,
anaerobic gram positive bacilli,Gram Positive Rod (NOS),Gram Positive Rod (NOS),,
beaded gram positive bacilli,Gram Positive Rod (NOS),Gram Positive Rod (NOS),,
"Anaerobic gram positive bacillus, not C. perfringens",Gram Positive Rod (NOS),Gram Positive Rod (NOS),,
gram positive bacilli,Gram Positive Rod (NOS),Gram Positive Rod (NOS),,
"gram positive bacilli, for identification see culture",Gram Positive Rod (NOS),Gram Positive Rod (NOS),,
branching gram positive bacilli,Gram Positive Rod (NOS),Gram Positive Rod (NOS),,
gram positive spore-forming bacilli,Gram Positive Rod (NOS),Gram Positive Rod (NOS),,
haemophilus parainfluenzae,haemophilus_parainfluenzae,Haemophilus (all species including influenzae),,
haemophilus influenzae,Haemophilus _influenzae,Haemophilus (all species including influenzae),,
haemophilus haemolyticus,haemophilus_haemolyticus,Haemophilus (all species including influenzae),,
haemophilus influenzae/haemolyticus,haemophilus_haemolyticus,Haemophilus (all species including influenzae),,
" 10,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
" 130,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
" 210,000 KLEBSIELLA OXYTOCA",klebsiella_oxytoca,Klebsiella,,
"^70,000 KLEBSIELLA PNEUMONIAE FOR SUSCEPTIBILITY RESULTS, REFER TO CULTURE F35549, ^ 8/1/14",klebsiella_pneumoniae,Klebsiella,,
^KLEBSIELLA PNEUMONIAE  X 2,klebsiella_pneumoniae,Klebsiella,,
^KLEBSIELLA PNEUMONIAE NO2 X2,klebsiella_pneumoniae,Klebsiella,,
^KLEBSIELLA PNEUMONIAE X 2,klebsiella_pneumoniae,Klebsiella,,
^KLEBSIELLA PNEUMONIAE X2,klebsiella_pneumoniae,Klebsiella,,
">1,000,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"1,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"1,200 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"10,000 CGT KLEBSIELLA PNEUMONIAE STRAIN 2",klebsiella_pneumoniae,Klebsiella,,
"10,000 KLEBSIELLA OXYTOCA",klebsiella_oxytoca,Klebsiella,,
"10,000 KLEBSIELLA OXYTOCA STRAIN 2",klebsiella_oxytoca,Klebsiella,,
"10,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"10,000 KLEBSIELLA PNEUMONIAE STRAIN 2",klebsiella_pneumoniae,Klebsiella,,
1000 KLEBSIELLA PNEUMONIAE,klebsiella_pneumoniae,Klebsiella,,
10000 KLEBSIELLA PNEUMONIAE,klebsiella_pneumoniae,Klebsiella,,
"11,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"120,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"130,000 KLEBSIELLA OXYTOCA",klebsiella_oxytoca,Klebsiella,,
1500 KLEBSIELLA PNEUMONIAE,klebsiella_pneumoniae,Klebsiella,,
"170,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"180,000 KLEBSIELLA PNEUMONIAE STRAIN 1",klebsiella_pneumoniae,Klebsiella,,
"190,000 KLEBSIELLA PNEUMONIAE STRAIN 1",klebsiella_pneumoniae,Klebsiella,,
"20,000 KLEBSIELLA OXYTOCA",klebsiella_oxytoca,Klebsiella,,
"20,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"20,000 KLEBSIELLA PNEUMONIAE STRAIN 2",klebsiella_pneumoniae,Klebsiella,,
"20,000 KLEBSIELLA PNEUMONIAE STRAIN 3",klebsiella_pneumoniae,Klebsiella,,
"200,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"210,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"260,00 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"3,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"30,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"30,000 KLEBSIELLA PNEUMONIAE STRAIN 2",klebsiella_pneumoniae,Klebsiella,,
"300,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
3000 KLEBSIELLA PNEUMONIAE,klebsiella_pneumoniae,Klebsiella,,
30000 KLEBSIELLA PNEUMONIAE,klebsiella_pneumoniae,Klebsiella,,
"370,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"38,500 KLEBSIELLA OXYTOCA",klebsiella_oxytoca,Klebsiella,,
"4,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"40,000 KLEBSIELLA OXYTOCA",klebsiella_oxytoca,Klebsiella,,
"40,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"400,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"5,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"50,000 KLEBSIELLA OXYTOCA",klebsiella_oxytoca,Klebsiella,,
"50,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"50,000 KLEBSIELLA PNEUMONIAE STRAIN 2",klebsiella_pneumoniae,Klebsiella,,
"500,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"530,000  KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"6,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"60,000 KLEBSIELLA OXYTOCA",klebsiella_oxytoca,Klebsiella,,
"60,000 KLEBSIELLA PNEUMONIAE STRAIN 1",klebsiella_pneumoniae,Klebsiella,,
"60,000 KLEBSIELLA PNEUMONIAE STRAIN 2",klebsiella_pneumoniae,Klebsiella,,
"610,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"70,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"80,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
"800,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
80000 KLEBSIELLA OXYTOCA,klebsiella_oxytoca,Klebsiella,,
80000 KLEBSIELLA PNEUMONIAE,klebsiella_pneumoniae,Klebsiella,,
"90,000 KLEBSIELLA PNEUMONIAE",klebsiella_pneumoniae,Klebsiella,,
KLEBSIELLA AEROGENES (FORMERLY ENTEROBACTER AEROGENES),klebsiella_aerogenes,Klebsiella,,
KLEBSIELLA OXYTOCA,klebsiella_oxytoca,Klebsiella,,
KLEBSIELLA OXYTOCA STRAIN 1,klebsiella_oxytoca,Klebsiella,,
KLEBSIELLA OXYTOCA STRAIN 2,klebsiella_oxytoca,Klebsiella,,
KLEBSIELLA OXYTOCA STRAIN 3,klebsiella_oxytoca,Klebsiella,,
KLEBSIELLA PNEUMONIAE,klebsiella_pneumoniae,Klebsiella,,
KLEBSIELLA PNEUMONIAE (TWO AEROBIC RESIN BOTTLES),klebsiella_pneumoniae,Klebsiella,,
KLEBSIELLA PNEUMONIAE BOTTLES 1 AND 2,klebsiella_pneumoniae,Klebsiella,,
KLEBSIELLA PNEUMONIAE CARBAPENEMASE PRODUCER. KPC DETECTED BY PCR. THIS TEST WAS  DEVELOPED AND ITS PERFORMANCE CHARACTERISTICS WERE DETERMINED BY THE UNIVERSITY  OF CHICAGO MEDICAL CENTER MICROBIOLOG,klebsiella_pneumoniae,Klebsiella,,
KLEBSIELLA PNEUMONIAE CP-CRE,klebsiella_pneumoniae,Klebsiella,,
KLEBSIELLA PNEUMONIAE ESBL,klebsiella_pneumoniae,Klebsiella,,
"KLEBSIELLA PNEUMONIAE FOR SUSCEPTIBILITY RESULTS, REFER TO CULTURE H55712, 8/1/14",klebsiella_pneumoniae,Klebsiella,,
"KLEBSIELLA PNEUMONIAE FOR SUSCEPTIBILITY RESULTS, REFER TO CULTURE M11839  (CHLORAMPHENICOL)",klebsiella_pneumoniae,Klebsiella,,
"KLEBSIELLA PNEUMONIAE FOR SUSCEPTIBILITY RESULTS, REFER TO CULTURE T58287 (COLISTIN)",klebsiella_pneumoniae,Klebsiella,,
KLEBSIELLA PNEUMONIAE IN AEROBIC AND ANTIBIOTIC REMOVAL RESIN BOTTLES,klebsiella_pneumoniae,Klebsiella,,
KLEBSIELLA PNEUMONIAE RESISTANT TO IMIPENEM,klebsiella_pneumoniae,Klebsiella,,
KLEBSIELLA PNEUMONIAE SSP PNEUMONIAE,klebsiella_pneumoniae,Klebsiella,,
KLEBSIELLA PNEUMONIAE STRAIN 1,klebsiella_pneumoniae,Klebsiella,,
KLEBSIELLA PNEUMONIAE STRAIN 2,klebsiella_pneumoniae,Klebsiella,,
KLEBSIELLA PNEUMONIAE STRAIN 2 CARBAPENEMASE PRODUCER. KPC DETECTED BY PCR. THIS  TEST WAS DEVELOPED AND ITS PERFORMANCE CHARACTERISTICS WERE DETERMINED BY THE  UNIVERSITY OF CHICAGO MEDICAL CENTER MI,klebsiella_pneumoniae,Klebsiella,,
KLEBSIELLA PNEUMONIAE STRAIN 3,klebsiella_pneumoniae,Klebsiella,,
KLEBSIELLA SPECIES,klebsiella_sp,Klebsiella,,
KLEBSIELLA VARIICOLA,klebsiella_variicola,Klebsiella,,
KLEBSIELLA/RAOULTELLA SPECIES,klebsiella_sp,Klebsiella,,
KLEBSIELLA/RAOULTELLA SPECIES STRAIN 1,klebsiella_sp,Klebsiella,,
KLEBSIELLA/RAOULTELLA SPECIES STRAIN 2,klebsiella_sp,Klebsiella,,
LACTOBACILLUS SPECIES,lactobacillus_sp,"Lactobacillus (bulgaricus, acidophilus, other species)",,
lactobacillus bulgaricus,lactobacillus_bulgaricus,"Lactobacillus (bulgaricus, acidophilus, other species)",,
lactobacillus acidophilus,lactobacillus_acidophilus,"Lactobacillus (bulgaricus, acidophilus, other species)",,
legionella bozemanae,legionella_bozemanae,Legionella ,,
"10,000 LISTERIA MONOCYTOGENES",listeria_monocytogenes,Listeria,,
LISTERIA MONOCYTOGENES,listeria_monocytogenes,Listeria,,
micrococcus species,micrococcus_sp,Micrococcus (NOS),,
micrococcus luteus,Micrococcus_luteus,Micrococcus (NOS),,
mucor species,mucor_species,"Mucormycosis (Zygomycetes, Rhizopus)",,
rhizopus species,rhizopus_species,"Mucormycosis (Zygomycetes, Rhizopus)",,
mycobacterium avium,mycobacterium_avium,"Mycobacteria (avium, bovium, haemophilum, intercellulare)",,
mycobacterium bovium,mycobacterium_bovium,"Mycobacteria (avium, bovium, haemophilum, intercellulare)",,
mycobacterium haemophilum,mycobacterium_haemophilum,"Mycobacteria (avium, bovium, haemophilum, intercellulare)",,
mycobacterium intercellulare,mycobacterium_intercellulare,"Mycobacteria (avium, bovium, haemophilum, intercellulare)",,
mycobacterium avium complex,mycobacterium_avium,"Mycobacteria (avium, bovium, haemophilum, intercellulare)",,
mycobacterium tuberculosis complex,mycobacterium_tuberculosis,Mycobacterium Tuberculosis,,
mycoplasma species,mycoplasma_sp,Mycoplasma,,
mycoplasma species ,mycoplasma_sp,Mycoplasma,,
mycoplasma hominis,mycoplasma_hominis,Mycoplasma,,
NEISSERIA MENINGITIDIS,neisseria_meningitis,"Neisseria (gonorrhoea, meningitidis, other species)",,
NEISSERIA MENINGITIDIS SEROGROUP Y BETA LACTAMASE NEGATIVE,neisseria_meningitis,"Neisseria (gonorrhoea, meningitidis, other species)",,
neisseria species (saprophytic),neisseria_species ,"Neisseria (gonorrhoea, meningitidis, other species)",,
Light growth of normal flora,no growth,no growth,,
Negative,no growth,no growth,,
No acid fast bacilli isolated to date,no growth,no growth,,
No acid fast bacilli seen,no growth,no growth,,
No acid fast bacilli seen,no growth,no growth,,
No aerobic bacterial growth,no growth,no growth,,
No aerobic growth to date,no growth,no growth,,
No aerobic or anaerobic bacterial growth,no growth,no growth,,
No aerobic or anaerobic growth to date,no growth,no growth,,
No anaerobic bacterial growth,no growth,no growth,,
NO BACTEC,no growth,no growth,,
no bactec,no growth,no growth,,
No Bacteroides fragilis group or Clostridium perfringens isolated,no growth,no growth,,
No beta hemolytic streptococci isolated,no growth,no growth,,
No beta Strep group B isolated,no growth,no growth,,
No carbapenem resistant gram negative bacilli isolated,no growth,no growth,,
No cells or organisms seen,no growth,no growth,,
No dermatophytic fungi isolated after 28 days,no growth,no growth,,
No direct exam performed,no growth,no growth,,
No fungi seen on direct smear,no growth,no growth,,
NO GRAM STAIN,no growth,no growth,,
No growth,no growth,no growth,,
No growth (<100 CFU/ml),no growth,no growth,,
No growth (<100 CFU/ml),no growth,no growth,,
No growth 10 days,no growth,no growth,,
No growth 11 days,no growth,no growth,,
No growth 12 days,no growth,no growth,,
No growth 13 days,no growth,no growth,,
No growth 14 days,no growth,no growth,,
No growth 15 days,no growth,no growth,,
No growth 16 days,no growth,no growth,,
No growth 17 days,no growth,no growth,,
No growth 18 days,no growth,no growth,,
No growth 19 days,no growth,no growth,,
No growth 2 days,no growth,no growth,,
No growth 20 days,no growth,no growth,,
No growth 21 days,no growth,no growth,,
No growth 22 days,no growth,no growth,,
No growth 23 days,no growth,no growth,,
No growth 24 days,no growth,no growth,,
No growth 25 days,no growth,no growth,,
No growth 26 days,no growth,no growth,,
No growth 27 days,no growth,no growth,,
No growth 28 days,no growth,no growth,,
No growth 29 days,no growth,no growth,,
No growth 3 days,no growth,no growth,,
No growth 30 days,no growth,no growth,,
No growth 31 days,no growth,no growth,,
No growth 32 days,no growth,no growth,,
No growth 33 days,no growth,no growth,,
No growth 34 days,no growth,no growth,,
No growth 35 days,no growth,no growth,,
No growth 36 days,no growth,no growth,,
No growth 37 days,no growth,no growth,,
No growth 38 days,no growth,no growth,,
No growth 39 days,no growth,no growth,,
No growth 4 days,no growth,no growth,,
No growth 40 days,no growth,no growth,,
No growth 41 days,no growth,no growth,,
No growth 42 days,no growth,no growth,,
No growth 43 days,no growth,no growth,,
No growth 44 days,no growth,no growth,,
No growth 45 days,no growth,no growth,,
No growth 46 days,no growth,no growth,,
No growth 47 days,no growth,no growth,,
No growth 48 days,no growth,no growth,,
No growth 49 days,no growth,no growth,,
No growth 5 days,no growth,no growth,,
No growth 50 days,no growth,no growth,,
No growth 51 days,no growth,no growth,,
No growth 52 days,no growth,no growth,,
No growth 53 days,no growth,no growth,,
No growth 54 days,no growth,no growth,,
No growth 55 days,no growth,no growth,,
No growth 56 days,no growth,no growth,,
No growth 57 days,no growth,no growth,,
No growth 58 days,no growth,no growth,,
No growth 59 days,no growth,no growth,,
No growth 6 days,no growth,no growth,,
No growth 60 days,no growth,no growth,,
No growth 7 days,no growth,no growth,,
No growth 8 days,no growth,no growth,,
No growth 9 days,no growth,no growth,,
"no s. aureus, p. aeruginosa, beta streptococcus groups a or b, or enterococci isolated to ",no growth,no growth,,
