position_category,position_name,n,site
not_prone,Reverse Trendelenburg;Lying left side;Head right,3,JHU
not_prone,Reverse Trendelenburg;Pillow support;Semi fowlers,3,JHU
not_prone,Reverse Trendelenburg;Semi fowlers;Lying right side,3,JHU
not_prone,Reverse Trendelenburg;Trendelenburg;Lying right side,3,JHU
not_prone,Semi fowlers;Head left;Lying left side,3,JHU
not_prone,Semi fowlers;Lying right side;Lying left side;Pillow support,3,JHU
not_prone,Semi fowlers;Pillow support;Head midline;Supine,3,JHU
not_prone,Semi fowlers;Pillow support;Lying left side;Other (Comment),3,JHU
not_prone,Semi fowlers;Pillow support;Lying right side;Head midline,3,JHU
not_prone,Semi fowlers;Pillow support;Lying right side;Sitting,3,JHU
not_prone,Semi fowlers;Pillow support;Lying right side;Turns self,3,JHU
not_prone,Semi fowlers;Pillow support;Supine;Head midline,3,JHU
not_prone,Sitting;HOB self-regulated,3,JHU
not_prone,Sitting;Lying down;HOB equal/greater than 30 degrees,3,JHU
not_prone,Sitting;Other (Comment);Pillow support,3,JHU
not_prone,Sitting;Pillow support;Semi fowlers,3,JHU
not_prone,Sitting;Refused by patient,3,JHU
not_prone,Sitting;Standing;Supine;Turns self,3,JHU
not_prone,Sitting;Standing;Turns self,3,JHU
not_prone,Sitting;Turns self;Pillow support,3,JHU
not_prone,Sitting;Turns self;Up in chair,3,JHU
not_prone,Sitting;Up in chair;Turns self;Pillow support,3,JHU
not_prone,Standing;Sitting;Up in chair,3,JHU
not_prone,Standing;Up in chair;Sitting,3,JHU
not_prone,Supine;Head left;Pillow support,3,JHU
not_prone,Supine;Head midline;Semi fowlers;Pillow support,3,JHU
not_prone,Supine;Head right,3,JHU
not_prone,Supine;Lying right side;Pillow support;Semi fowlers,3,JHU
not_prone,Supine;Pillow support;Head right,3,JHU
not_prone,Supine;Pillow support;Reverse Trendelenburg;Head midline,3,JHU
not_prone,Supine;Pillow support;Semi fowlers;Lying left side,3,JHU
not_prone,Supine;Pillow support;Sitting,3,JHU
not_prone,Supine;Pillow support;Up in chair,3,JHU
not_prone,Supine;Reverse Trendelenburg;Head midline,3,JHU
not_prone,Supine;Reverse Trendelenburg;Lying left side,3,JHU
not_prone,Supine;Semi fowlers;Unable to reposition,3,JHU
not_prone,Supine;Sitting;Other (Comment),3,JHU
not_prone,Supine;Turns self;Pillow support,3,JHU
not_prone,Supine;Turns self;Semi fowlers,3,JHU
not_prone,Supined Pt. ,3,JHU
not_prone,Trendelenburg;Supine,3,JHU
not_prone,Turns self;Lying right side;Lying left side,3,JHU
not_prone,Turns self;Semi fowlers;Other (Comment),3,JHU
not_prone,Turns self;Semi fowlers;Sitting,3,JHU
not_prone,Turns self;Semi fowlers;Supine;Pillow support,3,JHU
not_prone,Turns self;Sitting;Standing;Up in chair,3,JHU
not_prone,Turns self;Sitting;Up in chair;Pillow support,3,JHU
not_prone,Turns self;Supine;Lying left side,3,JHU
not_prone,Turns self;Supine;Lying right side,3,JHU
not_prone,Turns self;Supine;Pillow support;Semi fowlers,3,JHU
not_prone,Unable to reposition;Lying right side;Pillow support,3,JHU
not_prone,Up in chair;Pillow support;Semi fowlers,3,JHU
not_prone,Up in chair;Supine,3,JHU
not_prone,Up in chair;Turns self;Sitting,3,JHU
not_prone,pt supine,3,JHU
not_prone,pt. supined,3,JHU
not_prone,HOB equal/greater than 30 degrees;Lying down;Left lateral,2,JHU
not_prone,HOB equal/greater than 30 degrees;Lying down;Other (comment),2,JHU
not_prone,HOB equal/greater than 30 degrees;Sitting;Left lateral,2,JHU
not_prone,HOB less than 30 degrees;Reverse Trendelenburg;Lying down,2,JHU
not_prone,HOB self-regulated;Sitting,2,JHU
not_prone,Head left;Lying right side;Pillow support,2,JHU
not_prone,Head left;Semi fowlers;Lying left side,2,JHU
not_prone,Head left;Supine;Pillow support,2,JHU
not_prone,Head midline;Head right;Pillow support;Semi fowlers,2,JHU
not_prone,Head midline;Lying left side;Pillow support;Semi fowlers,2,JHU
not_prone,Head midline;Semi fowlers;Lying right side,2,JHU
not_prone,Head midline;Supine;Reverse Trendelenburg,2,JHU
not_prone,Head midline;Unable to reposition;Lying left side,2,JHU
not_prone,Head right;Lying left side;Pillow support,2,JHU
not_prone,Head right;Lying left side;Reverse Trendelenburg;Pillow support,2,JHU
not_prone,Head right;Lying right side;Pillow support;Reverse Trendelenburg,2,JHU
not_prone,Head right;Reverse Trendelenburg;Lying left side;Pillow support,2,JHU
not_prone,Head right;Supine,2,JHU
not_prone,Head right;Supine;Pillow support,2,JHU
not_prone,Infant nested;Supine;Pillow support,2,JHU
not_prone,Lying down;HOB equal/greater than 30 degrees;HOB less than 30 degrees,2,JHU
not_prone,Lying down;HOB flat;HOB self-regulated,2,JHU
not_prone,Lying down;HOB flat;Other (comment),2,JHU
not_prone,Lying down;HOB less than 30 degrees;HOB flat,2,JHU
not_prone,Lying down;HOB less than 30 degrees;Left lateral,2,JHU
not_prone,Lying down;Left lateral;HOB self-regulated,2,JHU
not_prone,Lying down;Other (comment);HOB equal/greater than 30 degrees,2,JHU
not_prone,Lying left side;Head midline;Pillow support;Semi fowlers,2,JHU
not_prone,Lying left side;Head midline;Semi fowlers,2,JHU
not_prone,Lying left side;Infant nested;Supine;Semi fowlers,2,JHU
not_prone,Lying left side;Lying right side;Semi fowlers;Pillow support,2,JHU
not_prone,Lying left side;Pillow support;Refused by patient,2,JHU
not_prone,Lying left side;Pillow support;Semi fowlers;Head left,2,JHU
not_prone,Lying left side;Pillow support;Up in chair,2,JHU
not_prone,Lying left side;Semi fowlers;Other (Comment),2,JHU
not_prone,Lying left side;Semi fowlers;Pillow support;Reverse Trendelenburg,2,JHU
not_prone,Lying left side;Semi fowlers;Reverse Trendelenburg,2,JHU
not_prone,Lying right side;Head midline;Pillow support;Semi fowlers,2,JHU
not_prone,Lying right side;Infant nested,2,JHU
not_prone,Lying right side;Lying left side;Other (Comment);Pillow support,2,JHU
not_prone,Lying right side;Lying left side;Pillow support;Semi fowlers,2,JHU
not_prone,Lying right side;Lying left side;Pillow support;Supine,2,JHU
not_prone,Lying right side;Lying left side;Semi fowlers;Pillow support;Turns self,2,JHU
not_prone,Lying right side;Pillow support;Other (Comment);Head right,2,JHU
not_prone,Lying right side;Pillow support;Refused by patient,2,JHU
not_prone,Lying right side;Pillow support;Reverse Trendelenburg;Head right,2,JHU
not_prone,Lying right side;Pillow support;Trendelenburg,2,JHU
not_prone,Lying right side;Pillow support;Unable to reposition,2,JHU
not_prone,Lying right side;Pillow support;Up in chair,2,JHU
not_prone,Lying right side;Semi fowlers;Pillow support;Reverse Trendelenburg,2,JHU
not_prone,Lying right side;Semi fowlers;Reverse Trendelenburg,2,JHU
not_prone,Lying right side;Sitting;Other (Comment),2,JHU
not_prone,Lying right side;Turns self;Pillow support;Semi fowlers,2,JHU
not_prone,Lying right side;Turns self;Semi fowlers,2,JHU
not_prone,Lying right side;Turns self;Semi fowlers;Pillow support,2,JHU
not_prone,Other (Comment);Supine;Semi fowlers;Pillow support,2,JHU
not_prone,Other (comment);Lying down,2,JHU
not_prone,Patient positioned Supine,2,JHU
not_prone,Pillow support;Head midline;Lying right side,2,JHU
not_prone,Pillow support;Lying left side;Head left,2,JHU
not_prone,Pillow support;Lying left side;Head midline,2,JHU
not_prone,Pillow support;Lying left side;Turns self,2,JHU
not_prone,Pillow support;Lying right side;Head right,2,JHU
not_prone,Pillow support;Lying right side;Other (Comment),2,JHU
not_prone,Pillow support;Lying right side;Supine;Semi fowlers,2,JHU
not_prone,Pillow support;Reverse Trendelenburg;Lying left side,2,JHU
not_prone,Pillow support;Reverse Trendelenburg;Supine,2,JHU
not_prone,Pillow support;Semi fowlers;Lying left side;Head midline,2,JHU
not_prone,Pillow support;Semi fowlers;Lying right side;Head midline,2,JHU
not_prone,Pillow support;Semi fowlers;Supine;Head midline,2,JHU
not_prone,Pillow support;Semi fowlers;Turns self;Lying right side,2,JHU
not_prone,Pillow support;Sitting;Other (Comment),2,JHU
not_prone,Pillow support;Supine;Semi fowlers;Lying right side,2,JHU
not_prone,Pillow support;Turns self;Lying right side,2,JHU
not_prone,Pt SUPINE,2,JHU
not_prone,Pt sitting up in chair,2,JHU
not_prone,Refused by patient;Pillow support;Lying left side,2,JHU
not_prone,Reverse Trendelenburg;Lying right side;Head left,2,JHU
not_prone,Reverse Trendelenburg;Supine;Lying right side,2,JHU
not_prone,Right side lying,2,JHU
not_prone,Semi fowlers;Lying left side;Head left,2,JHU
not_prone,Semi fowlers;Lying left side;Supine;Pillow support,2,JHU
not_prone,Semi fowlers;Lying right side;Head right,2,JHU
not_prone,Semi fowlers;Lying right side;Supine,2,JHU
not_prone,Semi fowlers;Lying right side;Turns self,2,JHU
not_prone,Semi fowlers;Pillow support;Head midline;Lying left side,2,JHU
not_prone,Semi fowlers;Pillow support;Head midline;Lying right side,2,JHU
not_prone,Semi fowlers;Pillow support;Head right;Lying right side,2,JHU
not_prone,Semi fowlers;Pillow support;Infant nested,2,JHU
not_prone,Semi fowlers;Pillow support;Lying left side;Head midline,2,JHU
not_prone,Semi fowlers;Pillow support;Lying left side;Lying right side,2,JHU
not_prone,Semi fowlers;Pillow support;Reverse Trendelenburg;Lying left side,2,JHU
not_prone,Semi fowlers;Reverse Trendelenburg;Head left,2,JHU
not_prone,Semi fowlers;Reverse Trendelenburg;Lying left side,2,JHU
not_prone,Semi fowlers;Reverse Trendelenburg;Lying right side,2,JHU
not_prone,Semi fowlers;Supine;Pillow support;Head midline,2,JHU
not_prone,Semi fowlers;Supine;Pillow support;Turns self,2,JHU
not_prone,Semi fowlers;Supine;Turns self,2,JHU
not_prone,Semi fowlers;Trendelenburg;Pillow support,2,JHU
not_prone,Semi fowlers;Turns self;Sitting,2,JHU
not_prone,Semi fowlers;Turns self;Supine,2,JHU
not_prone,Sitting;HOB equal/greater than 30 degrees;HOB self-regulated,2,JHU
not_prone,Sitting;HOB equal/greater than 30 degrees;Other (comment),2,JHU
not_prone,Sitting;HOB flat,2,JHU
not_prone,Sitting;Lying right side;Pillow support,2,JHU
not_prone,Sitting;Pillow support;Turns self,2,JHU
not_prone,Sitting;Pillow support;Up in chair,2,JHU
not_prone,Sitting;Right lateral,2,JHU
not_prone,Sitting;Right lateral;HOB equal/greater than 30 degrees,2,JHU
not_prone,Sitting;Supine;Pillow support,2,JHU
not_prone,Sitting;Up in chair;Pillow support;Turns self,2,JHU
not_prone,Sitting;Up in chair;Standing,2,JHU
not_prone,Standing;Lying down,2,JHU
not_prone,Standing;Semi fowlers,2,JHU
not_prone,Standing;Sitting;Semi fowlers,2,JHU
not_prone,Standing;Supine,2,JHU
not_prone,Supine;Head left;Lying left side,2,JHU
not_prone,Supine;Head midline;Semi fowlers,2,JHU
not_prone,Supine;Head right;Pillow support,2,JHU
not_prone,Supine;Infant nested,2,JHU
not_prone,Supine;Infant nested;Pillow support,2,JHU
not_prone,Supine;Lying left side;Head left,2,JHU
not_prone,Supine;Lying left side;Lying right side,2,JHU
not_prone,Supine;Lying left side;Pillow support;Semi fowlers,2,JHU
not_prone,Supine;Lying right side;Lying left side,2,JHU
not_prone,Supine;Other (Comment);Turns self,2,JHU
not_prone,Supine;Pillow support;Semi fowlers;Head midline,2,JHU
not_prone,Supine;Refused by patient;Other (Comment),2,JHU
not_prone,Supine;Refused by patient;Turns self,2,JHU
not_prone,Supine;Reverse Trendelenburg;Semi fowlers;Pillow support,2,JHU
not_prone,Supine;Semi fowlers;Head midline,2,JHU
not_prone,Supine;Semi fowlers;Lying left side;Lying right side;Pillow support,2,JHU
not_prone,Supine;Semi fowlers;Lying right side;Pillow support,2,JHU
not_prone,Supine;Semi fowlers;Pillow support;Head left,2,JHU
not_prone,Supine;Semi fowlers;Pillow support;Head right,2,JHU
not_prone,Supine;Semi fowlers;Pillow support;Head right;Lying right side,2,JHU
not_prone,Supine;Semi fowlers;Pillow support;Sitting,2,JHU
not_prone,Supine;Semi fowlers;Refused by patient,2,JHU
not_prone,Supine;Sitting;Pillow support,2,JHU
not_prone,Supine;Trendelenburg,2,JHU
not_prone,Supine;Turns self;Lying right side,2,JHU
not_prone,Supine;Turns self;Semi fowlers;Pillow support,2,JHU
not_prone,Supined at this time,2,JHU
not_prone,Supined pt.,2,JHU
not_prone,Turns self;Head midline;Lying left side;Semi fowlers;Pillow support,2,JHU
not_prone,Turns self;Head midline;Supine;Semi fowlers;Pillow support,2,JHU
not_prone,Turns self;Lying left side;Lying right side,2,JHU
not_prone,Turns self;Lying left side;Other (Comment),2,JHU
not_prone,Turns self;Lying left side;Pillow support;Other (Comment),2,JHU
not_prone,Turns self;Lying right side;Lying left side;Pillow support,2,JHU
not_prone,Turns self;Lying right side;Lying left side;Pillow support;Semi fowlers,2,JHU
not_prone,Turns self;Lying right side;Other (Comment),2,JHU
not_prone,Turns self;Pillow support;Semi fowlers;Lying right side,2,JHU
not_prone,Turns self;Semi fowlers;Pillow support;Head midline,2,JHU
not_prone,Turns self;Semi fowlers;Pillow support;Sitting,2,JHU
not_prone,Turns self;Sitting;Other (Comment),2,JHU
not_prone,Turns self;Sitting;Standing;Semi fowlers,2,JHU
not_prone,Turns self;Standing;Sitting,2,JHU
not_prone,Turns self;Supine;Refused by patient,2,JHU
not_prone,Unable to reposition;Head midline;Semi fowlers;Pillow support,2,JHU
not_prone,Unable to reposition;Head midline;Supine;Semi fowlers;Pillow support,2,JHU
not_prone,Unable to reposition;Lying left side;Semi fowlers;Pillow support,2,JHU
not_prone,Unable to reposition;Lying right side;Semi fowlers;Pillow support,2,JHU
not_prone,Unable to reposition;Pillow support;Lying left side,2,JHU
not_prone,Unable to reposition;Pillow support;Supine,2,JHU
not_prone,Unable to reposition;Semi fowlers;Supine,2,JHU
not_prone,Up in chair;Standing;Sitting,2,JHU
not_prone,lying down,2,JHU
not_prone,pt supine ,2,JHU
not_prone,sitting in chair,2,JHU
not_prone,supine on NO2,2,JHU
not_prone,"Bradycardiac arrest, now supine",1,JHU
not_prone,"ETT out of place, patient placed on ambu bag, turned supine",1,JHU
not_prone,FiO2 increased to 60% in CT before lying flat for scan,1,JHU
not_prone,HOB equal/greater than 30 degrees;Right lateral;Lying down,1,JHU
not_prone,HOB equal/greater than 30 degrees;Right lateral;Sitting,1,JHU
not_prone,HOB equal/greater than 30 degrees;Sitting;Right lateral,1,JHU
not_prone,HOB flat;Left lateral;Lying down,1,JHU
not_prone,HOB flat;Right lateral;Lying down,1,JHU
not_prone,HOB less than 30 degrees;HOB self-regulated;Lying down,1,JHU
not_prone,HOB self-regulated;HOB equal/greater than 30 degrees;Lying down,1,JHU
not_prone,HOB self-regulated;HOB less than 30 degrees;Lying down,1,JHU
not_prone,HOB self-regulated;Lying down;HOB equal/greater than 30 degrees,1,JHU
not_prone,Head left;Head right;Lying right side;Lying left side;Semi fowlers;Pillow support;Head midline;Supine,1,JHU
not_prone,Head left;Head right;Pillow support;Sitting,1,JHU
not_prone,Head left;Head right;Supine;Semi fowlers;Pillow support,1,JHU
not_prone,Head left;Lying left side;Other (Comment);Pillow support,1,JHU
not_prone,Head left;Lying left side;Pillow support;Reverse Trendelenburg,1,JHU
not_prone,Head left;Lying left side;Pillow support;Unable to reposition,1,JHU
not_prone,Head left;Lying left side;Reverse Trendelenburg;Pillow support,1,JHU
not_prone,Head left;Lying left side;Semi fowlers;Supine;Pillow support,1,JHU
not_prone,Head left;Lying left side;Supine;Pillow support,1,JHU
not_prone,Head left;Lying left side;Supine;Semi fowlers;Pillow support,1,JHU
not_prone,Head left;Lying right side;Reverse Trendelenburg;Trendelenburg;Unable to reposition,1,JHU
not_prone,Head left;Lying right side;Semi fowlers,1,JHU
not_prone,Head left;Lying right side;Semi fowlers;Pillow support;Reverse Trendelenburg,1,JHU
not_prone,Head left;Lying right side;Supine;Pillow support,1,JHU
not_prone,Head left;Pillow support;Lying left side,1,JHU
not_prone,Head left;Pillow support;Lying right side;Reverse Trendelenburg,1,JHU
not_prone,Head left;Pillow support;Semi fowlers;Lying left side,1,JHU
not_prone,Head left;Semi fowlers;Lying right side,1,JHU
not_prone,Head left;Semi fowlers;Pillow support;Reverse Trendelenburg,1,JHU
not_prone,Head left;Semi fowlers;Pillow support;Turns self,1,JHU
not_prone,Head left;Supine,1,JHU
not_prone,Head left;Supine;Pillow support;Reverse Trendelenburg,1,JHU
not_prone,Head left;Supine;Reverse Trendelenburg;Unable to reposition,1,JHU
not_prone,Head midline;Head left;Lying left side,1,JHU
not_prone,Head midline;Head left;Lying right side;Head right;Lying left side;Semi fowlers,1,JHU
not_prone,Head midline;Lying right side;Pillow support;Other (Comment),1,JHU
not_prone,Head midline;Lying right side;Pillow support;Semi fowlers,1,JHU
not_prone,Head midline;Lying right side;Semi fowlers;Turns self,1,JHU
not_prone,Head midline;Pillow support;Semi fowlers;Lying left side,1,JHU
not_prone,Head midline;Pillow support;Semi fowlers;Lying right side,1,JHU
not_prone,Head midline;Pillow support;Semi fowlers;Sitting,1,JHU
not_prone,Head midline;Pillow support;Supine;Semi fowlers,1,JHU
not_prone,Head midline;Semi fowlers;Lying left side,1,JHU
not_prone,Head midline;Semi fowlers;Pillow support;Reverse Trendelenburg,1,JHU
not_prone,Head midline;Semi fowlers;Pillow support;Unable to reposition,1,JHU
not_prone,Head midline;Semi fowlers;Supine,1,JHU
not_prone,Head midline;Semi fowlers;Supine;Pillow support,1,JHU
not_prone,Head midline;Semi fowlers;Unable to reposition,1,JHU
not_prone,Head midline;Supine;Pillow support;Lying left side,1,JHU
not_prone,Head midline;Supine;Pillow support;Semi fowlers,1,JHU
not_prone,Head midline;Supine;Semi fowlers;Pillow support;Reverse Trendelenburg,1,JHU
not_prone,Head midline;Supine;Semi fowlers;Pillow support;Turns self,1,JHU
not_prone,Head midline;Supine;Semi fowlers;Pillow support;Unable to reposition,1,JHU
not_prone,Head right;Lying left side;Pillow support;Trendelenburg,1,JHU
not_prone,Head right;Lying left side;Supine;Reverse Trendelenburg,1,JHU
not_prone,Head right;Lying right side;Pillow support;Reverse Trendelenburg;Other (Comment),1,JHU
not_prone,Head right;Lying right side;Reverse Trendelenburg;Pillow support,1,JHU
not_prone,Head right;Lying right side;Semi fowlers;Infant nested,1,JHU
not_prone,Head right;Lying right side;Semi fowlers;Pillow support;Reverse Trendelenburg,1,JHU
not_prone,Head right;Lying right side;Supine;Semi fowlers,1,JHU
not_prone,Head right;Other (Comment);Lying left side;Pillow support,1,JHU
not_prone,Head right;Pillow support;Lying left side,1,JHU
not_prone,Head right;Pillow support;Lying right side,1,JHU
not_prone,Head right;Pillow support;Semi fowlers;Lying right side,1,JHU
not_prone,Head right;Pillow support;Semi fowlers;Reverse Trendelenburg,1,JHU
not_prone,Head right;Reverse Trendelenburg;Lying right side,1,JHU
not_prone,Head right;Reverse Trendelenburg;Lying right side;Pillow support,1,JHU
not_prone,Head right;Semi fowlers;Lying right side,1,JHU
not_prone,Head right;Semi fowlers;Pillow support;Lying right side,1,JHU
not_prone,Head right;Semi fowlers;Pillow support;Supine,1,JHU
not_prone,Head right;Semi fowlers;Supine,1,JHU
not_prone,Head right;Supine;Reverse Trendelenburg,1,JHU
not_prone,Head right;Supine;Unable to reposition,1,JHU
not_prone,Head turned and supine,1,JHU
not_prone,Infant nested;Lying left side;Lying right side;Semi fowlers;Pillow support,1,JHU
not_prone,Infant nested;Lying left side;Pillow support,1,JHU
not_prone,Infant nested;Lying right side,1,JHU
not_prone,Infant nested;Semi fowlers,1,JHU
not_prone,Infant nested;Supine,1,JHU
not_prone,Left lateral;HOB equal/greater than 30 degrees;Sitting,1,JHU
not_prone,Left lateral;HOB self-regulated;Lying down,1,JHU
not_prone,Left lateral;Lying down;HOB less than 30 degrees,1,JHU
not_prone,Left lateral;Lying down;Other (comment),1,JHU
not_prone,Left side lying,1,JHU
not_prone,Lying down;HOB equal/greater than 30 degrees;HOB flat,1,JHU
not_prone,Lying down;HOB equal/greater than 30 degrees;HOB self-regulated;Left lateral,1,JHU
not_prone,Lying down;HOB equal/greater than 30 degrees;Right lateral;Left lateral,1,JHU
not_prone,Lying down;HOB equal/greater than 30 degrees;Sitting,1,JHU
not_prone,Lying down;HOB flat;Right lateral,1,JHU
not_prone,Lying down;HOB less than 30 degrees;Other (comment),1,JHU
not_prone,Lying down;HOB less than 30 degrees;Trendelenburg,1,JHU
not_prone,Lying down;HOB self-regulated;HOB equal/greater than 30 degrees,1,JHU
not_prone,Lying down;HOB self-regulated;HOB flat;HOB less than 30 degrees,1,JHU
not_prone,Lying down;HOB self-regulated;HOB less than 30 degrees,1,JHU
not_prone,Lying down;HOB self-regulated;Right lateral,1,JHU
not_prone,Lying down;Left lateral;HOB less than 30 degrees;Other (comment),1,JHU
not_prone,Lying down;Left lateral;HOB self-regulated;HOB less than 30 degrees,1,JHU
not_prone,Lying down;Left lateral;Reverse Trendelenburg,1,JHU
not_prone,Lying down;Left lateral;Right lateral,1,JHU
not_prone,Lying down;Right lateral;HOB self-regulated,1,JHU
not_prone,Lying down;Trendelenburg;HOB less than 30 degrees,1,JHU
not_prone,Lying left side;Head left;Lying right side,1,JHU
not_prone,Lying left side;Head left;Pillow support;Semi fowlers;Reverse Trendelenburg,1,JHU
not_prone,Lying left side;Head left;Semi fowlers,1,JHU
not_prone,Lying left side;Head left;Supine;Semi fowlers;Pillow support,1,JHU
not_prone,Lying left side;Head midline;Other (Comment),1,JHU
not_prone,Lying left side;Head midline;Semi fowlers;Pillow support,1,JHU
not_prone,Lying left side;Head midline;Semi fowlers;Reverse Trendelenburg,1,JHU
not_prone,Lying left side;Head right;Pillow support,1,JHU
not_prone,Lying left side;Infant nested;Semi fowlers;Pillow support,1,JHU
not_prone,Lying left side;Lying right side;Head right;Head left;Infant nested;Supine;Semi fowlers;Pillow support,1,JHU
not_prone,Lying left side;Lying right side;Other (Comment),1,JHU
not_prone,Lying left side;Lying right side;Pillow support;Semi fowlers,1,JHU
not_prone,Lying left side;Lying right side;Pillow support;Sitting,1,JHU
not_prone,Lying left side;Lying right side;Supine,1,JHU
not_prone,Lying left side;Lying right side;Supine;Pillow support,1,JHU
not_prone,Lying left side;Lying right side;Supine;Semi fowlers;Pillow support,1,JHU
not_prone,Lying left side;Other (Comment);Pillow support,1,JHU
not_prone,Lying left side;Pillow support;Lying right side,1,JHU
not_prone,Lying left side;Pillow support;Other (Comment);Head midline,1,JHU
not_prone,Lying left side;Pillow support;Reverse Trendelenburg;Other (Comment),1,JHU
not_prone,Lying left side;Pillow support;Reverse Trendelenburg;Unable to reposition,1,JHU
not_prone,Lying left side;Pillow support;Semi fowlers;Lying right side,1,JHU
not_prone,Lying left side;Pillow support;Semi fowlers;Reverse Trendelenburg,1,JHU
not_prone,Lying left side;Pillow support;Semi fowlers;Sitting,1,JHU
not_prone,Lying left side;Pillow support;Semi fowlers;Turns self,1,JHU
not_prone,Lying left side;Pillow support;Sitting;Up in chair,1,JHU
not_prone,Lying left side;Pillow support;Trendelenburg,1,JHU
not_prone,Lying left side;Refused by patient;Pillow support,1,JHU
not_prone,Lying left side;Reverse Trendelenburg;Other (Comment),1,JHU
not_prone,Lying left side;Reverse Trendelenburg;Trendelenburg,1,JHU
not_prone,Lying left side;Semi fowlers;Head left;Pillow support,1,JHU
not_prone,Lying left side;Semi fowlers;Head midline;Pillow support,1,JHU
not_prone,Lying left side;Semi fowlers;Pillow support;Head midline,1,JHU
not_prone,Lying left side;Semi fowlers;Pillow support;Head right,1,JHU
not_prone,Lying left side;Semi fowlers;Pillow support;Lying right side,1,JHU
not_prone,Lying left side;Semi fowlers;Pillow support;Refused by patient,1,JHU
not_prone,Lying left side;Semi fowlers;Supine;Pillow support;Reverse Trendelenburg,1,JHU
not_prone,Lying left side;Sitting;Pillow support,1,JHU
not_prone,Lying left side;Sitting;Up in chair;Other (Comment),1,JHU
not_prone,Lying left side;Supine;Head midline,1,JHU
not_prone,Lying left side;Supine;Pillow support;Reverse Trendelenburg,1,JHU
not_prone,Lying left side;Trendelenburg,1,JHU
not_prone,Lying left side;Turns self;Reverse Trendelenburg,1,JHU
not_prone,Lying right side;Head left;Pillow support,1,JHU
not_prone,Lying right side;Head left;Pillow support;Reverse Trendelenburg,1,JHU
not_prone,Lying right side;Head left;Pillow support;Semi fowlers,1,JHU
not_prone,Lying right side;Head left;Reverse Trendelenburg;Pillow support,1,JHU
not_prone,Lying right side;Head left;Semi fowlers,1,JHU
not_prone,Lying right side;Head left;Semi fowlers;Pillow support,1,JHU
not_prone,Lying right side;Head midline;Reverse Trendelenburg,1,JHU
not_prone,Lying right side;Head midline;Supine;Semi fowlers;Pillow support,1,JHU
not_prone,Lying right side;Head right;Lying left side;Infant nested;Supine;Semi fowlers;Pillow support,1,JHU
not_prone,Lying right side;Head right;Reverse Trendelenburg,1,JHU
not_prone,Lying right side;Head right;Reverse Trendelenburg;Semi fowlers;Pillow support,1,JHU
not_prone,Lying right side;Head right;Semi fowlers;Pillow support;Reverse Trendelenburg,1,JHU
not_prone,Lying right side;Head right;Semi fowlers;Reverse Trendelenburg,1,JHU
not_prone,Lying right side;Head right;Semi fowlers;Supine;Pillow support,1,JHU
not_prone,Lying right side;Infant nested;Semi fowlers;Pillow support,1,JHU
not_prone,Lying right side;Infant nested;Supine;Pillow support,1,JHU
not_prone,Lying right side;Lying left side;Infant nested;Supine;Semi fowlers;Pillow support,1,JHU
not_prone,Lying right side;Lying left side;Pillow support;Head midline,1,JHU
not_prone,Lying right side;Lying left side;Pillow support;Semi fowlers;Supine,1,JHU
not_prone,Lying right side;Lying left side;Supine;Semi fowlers;Pillow support;Up in chair,1,JHU
not_prone,Lying right side;Lying left side;Turns self,1,JHU
not_prone,Lying right side;Other (Comment);Pillow support,1,JHU
not_prone,Lying right side;Other (Comment);Supine,1,JHU
not_prone,Lying right side;Other (Comment);Unable to reposition,1,JHU
not_prone,Lying right side;Pillow support;Semi fowlers;Head right,1,JHU
not_prone,Lying right side;Pillow support;Semi fowlers;Reverse Trendelenburg,1,JHU
not_prone,Lying right side;Pillow support;Semi fowlers;Sitting,1,JHU
not_prone,Lying right side;Pillow support;Semi fowlers;Turns self,1,JHU
not_prone,Lying right side;Pillow support;Sitting;Other (Comment),1,JHU
not_prone,Lying right side;Pillow support;Standing,1,JHU
not_prone,Lying right side;Pillow support;Supine;Semi fowlers,1,JHU
not_prone,Lying right side;Refused by patient;Pillow support,1,JHU
not_prone,Lying right side;Refused by patient;Turns self,1,JHU
not_prone,Lying right side;Reverse Trendelenburg;Trendelenburg,1,JHU
not_prone,Lying right side;Reverse Trendelenburg;Turns self,1,JHU
not_prone,Lying right side;Semi fowlers;Head right;Pillow support,1,JHU
not_prone,Lying right side;Semi fowlers;Pillow support;Head midline,1,JHU
not_prone,Lying right side;Semi fowlers;Pillow support;Lying left side,1,JHU
not_prone,Lying right side;Semi fowlers;Pillow support;Sitting,1,JHU
not_prone,Lying right side;Semi fowlers;Sitting,1,JHU
not_prone,Lying right side;Semi fowlers;Turns self,1,JHU
not_prone,Lying right side;Semi fowlers;Unable to reposition,1,JHU
not_prone,Lying right side;Sitting;Pillow support,1,JHU
not_prone,Lying right side;Sitting;Up in chair,1,JHU
not_prone,Lying right side;Sitting;Up in chair;Lying left side,1,JHU
not_prone,Lying right side;Standing,1,JHU
not_prone,Lying right side;Supine;Lying left side;Semi fowlers;Pillow support,1,JHU
not_prone,Lying right side;Supine;Pillow support;Other (Comment),1,JHU
not_prone,Lying right side;Supine;Semi fowlers;Other (Comment),1,JHU
not_prone,Lying right side;Supine;Semi fowlers;Unable to reposition;Head right,1,JHU
not_prone,Lying right side;Trendelenburg,1,JHU
not_prone,Lying right side;Turns self;Head right;Pillow support,1,JHU
not_prone,Lying right side;Turns self;Lying left side,1,JHU
